"","gene_id","SRR8185859.count","SRR8185860.count","SRR8185861.count","SRR8185862.count","SRR8185863.count","SRR8185864.count","SRR8185865.count","SRR8185866.count","SRR8185871.count","SRR8185872.count","SRR8185873.count","SRR8185874.count","SRR8185875.count","SRR8185876.count","SRR8185878.count","SRR8185891.count","SRR8185892.count","SRR8185896.count","SRR8185897.count","SRR8185898.count","SRR8185899.count","SRR8185902.count","SRR8185905.count","SRR8185906.count","SRR8185907.count","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105165.count","SRR2105166.count","SRR2105207.count","SRR2105208.count","SRR2105239.count","SRR2105240.count","SRR2105247.count","SRR2105335.count","SRR2105336.count","SRR8992369.count","SRR8992370.count","SRR8992371.count"
"1518","hsa-miR-491-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1
"1519","hsa-miR-491-5p",0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,2,2,1,0,1,6,4,5,6,0,1,1,0,1,1,1,4,0,4,1,0,2,7,24,2
"1520","hsa-miR-492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0
"1521","hsa-miR-493-3p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1522","hsa-miR-493-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1523","hsa-miR-494-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524","hsa-miR-494-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1525","hsa-miR-495-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1526","hsa-miR-495-5p",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"1527","hsa-miR-496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528","hsa-miR-497-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1529","hsa-miR-497-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1530","hsa-miR-498-3p",5,6,4,10,5,9,6,5,55,69,40,43,39,44,48,9,13,125,102,105,117,108,108,108,116,10,30,9,26,13,24,5,40,12,48,15,15,26,15,14,13
"1531","hsa-miR-498-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
"1532","hsa-miR-4999-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1533","hsa-miR-4999-5p",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534","hsa-miR-499a-3p",2,1,0,0,0,0,0,0,2,0,3,3,1,3,0,0,0,2,2,6,3,10,6,7,4,0,3,0,1,0,0,0,1,0,0,0,0,3,0,0,0
"1535","hsa-miR-499a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536","hsa-miR-499b-3p",5,9,13,14,9,17,8,19,35,23,80,70,86,80,39,9,10,70,80,84,91,316,104,106,119,13,23,13,25,11,18,11,70,10,52,21,37,111,2,3,1
"1537","hsa-miR-499b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1538","hsa-miR-5000-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1539","hsa-miR-5000-5p",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1540","hsa-miR-5001-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"1541","hsa-miR-5001-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1542","hsa-miR-5002-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543","hsa-miR-5002-5p",0,0,0,0,0,0,0,1,2,4,0,1,0,4,3,0,0,2,1,0,3,7,2,0,0,0,1,0,0,0,1,3,2,0,0,0,0,2,1,0,0
"1544","hsa-miR-5003-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545","hsa-miR-5003-5p",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,2,1,0,2
"1546","hsa-miR-5004-3p",10,9,6,12,3,3,3,7,26,34,33,31,30,46,64,9,8,37,48,30,44,148,100,120,103,12,18,5,14,10,16,4,15,2,15,10,10,28,1,2,1
"1547","hsa-miR-5004-5p",4,5,9,6,2,6,3,6,37,45,25,25,31,25,60,11,10,49,41,48,57,84,54,58,57,10,33,36,95,59,93,33,95,21,95,30,29,69,6,13,6
"1548","hsa-miR-5006-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
"1549","hsa-miR-5006-5p",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550","hsa-miR-5007-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551","hsa-miR-5007-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1552","hsa-miR-5008-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1553","hsa-miR-5008-5p",0,0,0,0,2,0,0,2,0,0,3,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1554","hsa-miR-5009-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555","hsa-miR-5009-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1556","hsa-miR-500a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557","hsa-miR-500a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558","hsa-miR-500b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559","hsa-miR-500b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1560","hsa-miR-501-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","hsa-miR-501-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1562","hsa-miR-5010-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1563","hsa-miR-5010-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1564","hsa-miR-5011-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565","hsa-miR-5011-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566","hsa-miR-502-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567","hsa-miR-502-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568","hsa-miR-503-3p",14,25,27,17,27,19,28,37,58,40,132,124,122,122,45,11,22,199,180,204,210,143,215,205,215,5,15,0,11,5,1,3,10,0,12,9,2,14,1,1,3
"1569","hsa-miR-503-5p",172,170,154,193,150,151,158,181,504,511,1216,1210,1315,1222,241,75,72,1243,1190,1275,1266,716,1202,1471,1392,16,68,16,45,22,43,17,79,6,69,20,33,69,17,18,16
"1570","hsa-miR-504-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571","hsa-miR-504-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1572","hsa-miR-5047",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1573","hsa-miR-505-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1574","hsa-miR-505-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1575","hsa-miR-506-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1576","hsa-miR-506-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1577","hsa-miR-507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1578","hsa-miR-508-3p",0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1579","hsa-miR-508-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580","hsa-miR-5087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581","hsa-miR-5088-3p",4,7,9,11,1,5,4,1,27,31,12,21,16,17,51,4,4,33,32,35,39,69,37,38,43,3,5,20,41,14,18,17,39,5,50,3,5,9,0,0,1
"1582","hsa-miR-5088-5p",49,51,61,62,44,48,59,59,183,194,353,349,379,356,125,28,23,584,508,663,618,262,303,372,363,33,136,34,120,67,101,31,196,24,158,72,100,268,30,61,25
"1583","hsa-miR-5089-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1584","hsa-miR-5089-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1585","hsa-miR-509-3-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1
"1586","hsa-miR-509-3p",1,1,0,0,0,0,0,0,5,5,0,0,0,0,5,1,1,0,0,0,0,5,4,4,9,0,1,0,0,1,2,1,2,0,0,1,1,3,0,0,0
"1587","hsa-miR-509-5p",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1588","hsa-miR-5090",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589","hsa-miR-5091",23,32,36,35,26,31,29,24,154,145,152,169,192,153,99,29,36,238,230,241,191,325,237,258,273,18,82,10,29,26,43,9,44,9,38,30,19,72,14,5,2
"1590","hsa-miR-5092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1591","hsa-miR-5093",1,1,0,1,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"1592","hsa-miR-5094",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1593","hsa-miR-510-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1594","hsa-miR-510-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1595","hsa-miR-5100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1596","hsa-miR-511-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1597","hsa-miR-511-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1598","hsa-miR-512-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1599","hsa-miR-512-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600","hsa-miR-513a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1601","hsa-miR-513a-5p",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1602","hsa-miR-513b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1603","hsa-miR-513b-5p",0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1604","hsa-miR-513c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605","hsa-miR-513c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606","hsa-miR-514a-3p",1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607","hsa-miR-514a-5p",0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"1608","hsa-miR-514b-3p",1,0,0,0,0,0,0,0,3,3,0,0,1,0,3,0,1,0,0,0,0,14,1,3,2,0,0,0,0,0,1,1,2,0,0,3,0,1,0,0,0
"1609","hsa-miR-514b-5p",0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1610","hsa-miR-515-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611","hsa-miR-515-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1612","hsa-miR-516a-3p",0,0,1,0,0,0,0,0,2,4,0,2,1,1,2,0,0,1,1,2,2,2,4,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0
"1613","hsa-miR-516a-5p",4,3,5,6,1,4,1,2,23,30,12,14,15,11,33,8,4,37,40,49,31,51,49,41,45,49,144,68,126,100,147,47,181,47,223,57,73,162,15,69,22
"1614","hsa-miR-516b-3p",4,3,3,0,1,1,1,1,19,26,17,20,21,15,21,1,3,18,11,14,19,23,39,36,44,2,7,8,6,10,10,3,24,2,15,1,2,12,4,3,2
"1615","hsa-miR-516b-5p",4,7,2,8,1,4,7,5,158,161,28,44,30,27,35,10,9,41,30,42,42,60,44,68,62,3,34,8,23,7,23,11,35,9,57,13,6,24,3,0,0
"1616","hsa-miR-517-5p",21,24,20,18,15,10,12,13,37,45,131,124,137,133,27,10,3,184,180,203,192,76,166,179,175,0,1,1,1,1,3,0,2,0,2,1,3,4,1,3,0
"1617","hsa-miR-517a-3p",1,1,0,1,0,0,0,0,2,2,1,1,8,2,1,0,0,0,0,0,1,12,2,3,2,0,1,0,0,0,1,1,1,0,0,2,1,0,0,0,0
"1618","hsa-miR-517b-3p",3,4,4,4,6,1,0,5,8,13,15,19,21,19,2,0,3,28,27,35,40,28,39,38,37,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0
"1619","hsa-miR-517c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1620","hsa-miR-5186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1621","hsa-miR-5187-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1622","hsa-miR-5187-5p",0,1,2,1,0,0,0,0,4,4,3,3,10,7,4,1,3,0,1,1,1,9,8,4,5,0,3,0,1,0,2,0,1,1,1,1,0,3,0,0,0
"1623","hsa-miR-5188",0,1,1,1,0,0,1,1,0,0,4,4,5,5,0,0,0,4,6,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1624","hsa-miR-5189-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1625","hsa-miR-5189-5p",0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1626","hsa-miR-518a-3p",6,19,15,18,9,11,16,13,39,40,72,74,85,84,43,13,10,139,105,122,133,120,104,110,131,6,26,3,7,4,10,3,21,3,10,2,10,19,5,3,2
"1627","hsa-miR-518a-5p",48,42,47,59,45,43,50,49,173,156,310,292,319,292,121,30,29,464,427,543,480,330,380,479,465,35,115,28,96,44,95,31,143,14,112,63,76,197,22,32,16
"1628","hsa-miR-518b",0,0,1,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1629","hsa-miR-518c-3p",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1630","hsa-miR-518c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1631","hsa-miR-518d-3p",1,2,3,1,2,1,0,0,111,118,8,11,6,6,5,1,0,10,3,7,2,10,22,23,20,0,7,0,2,3,2,2,6,3,4,1,2,10,0,1,0
"1632","hsa-miR-518d-5p",0,1,2,0,1,0,0,0,2,1,3,2,5,4,0,0,1,2,3,6,3,6,1,2,4,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0
"1633","hsa-miR-518e-3p",63,54,58,57,58,55,57,66,332,362,333,317,363,346,173,35,37,551,513,649,579,434,423,501,519,81,295,74,215,129,235,66,375,52,310,138,169,452,43,61,30
"1634","hsa-miR-518e-5p",10,14,11,15,10,9,20,13,43,33,69,70,68,64,53,10,7,126,101,104,100,153,97,129,125,9,40,5,13,10,16,6,20,4,14,14,13,36,7,3,0
"1635","hsa-miR-518f-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1636","hsa-miR-518f-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1637","hsa-miR-5190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1638","hsa-miR-5191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1639","hsa-miR-5192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1640","hsa-miR-5193",8,7,6,7,6,8,6,4,60,69,35,33,34,39,47,11,10,108,89,87,101,107,105,95,96,10,29,9,24,12,24,6,37,12,46,14,15,28,16,15,13
"1641","hsa-miR-5194",1,4,1,3,0,0,0,6,56,45,6,15,9,17,37,6,18,25,21,37,54,120,22,17,26,6,12,3,11,0,2,1,21,0,9,6,11,24,0,1,0
"1642","hsa-miR-5195-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1643","hsa-miR-5195-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1644","hsa-miR-5196-3p",17,13,14,11,6,9,9,9,53,56,67,91,81,80,67,15,16,79,86,79,85,195,172,190,183,21,33,15,24,13,31,4,30,6,25,38,15,34,4,8,3
"1645","hsa-miR-5196-5p",1,4,2,0,0,2,0,2,8,10,6,9,3,8,17,3,1,14,15,13,14,34,8,10,16,2,2,9,26,4,12,15,26,5,39,0,0,2,1,0,0
"1646","hsa-miR-5197-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1647","hsa-miR-5197-5p",0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1648","hsa-miR-519a-2-5p",0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1649","hsa-miR-519a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1650","hsa-miR-519a-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1651","hsa-miR-519b-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1652","hsa-miR-519b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1653","hsa-miR-519c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1654","hsa-miR-519c-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1655","hsa-miR-519d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
